Gene;CommonName;Nit;Glu;Eth;Ana
15S_rRNA;15S_RRNA;734.0868545;1085.464631;1486.312933;1065.567763
21S_rRNA;21S_RRNA;376.8179354;533.1382745;764.1508726;831.6132658
HRA1;HRA1;40.23021952;26.05812086;25.08320363;38.7440966
ICR1;ICR1;12.61699618;11.3383611;8.413629072;14.87317506
LSR1;LSR1;28813.2919;26209.18007;25189.64805;26964.28424
NME1;NME1;4474.608784;4825.534955;4722.171438;6080.807338
PWR1;PWR1;12.56985725;11.57958361;8.650669514;16.43131703
Q0010;Q0010;1.176438531;3.047323196;2.068307124;1.611810455
Q0017;Q0017;1.323131343;3.382372529;2.126057631;1.974183497
Q0032;Q0032;0.670739531;0.793099137;0.851190373;1.097657312
Q0045;COX1;1465.096633;3943.300509;5042.971148;2637.010646
Q0050;AI1;3731.978255;8517.702241;10239.82192;3855.787372
Q0055;AI2;2915.981842;7407.672234;9489.097751;4100.800356
Q0060;AI3;2408.191491;6141.437955;7871.799466;3480.997724
Q0065;AI4;2067.517203;5370.249616;6925.374243;3353.833964
Q0070;AI5_ALPHA;1844.753372;4837.591153;6252.891494;3078.668786
Q0075;AI5_BETA;123.4368425;405.43825;438.0718913;443.3263697
Q0080;ATP8;17.67525286;53.26260494;64.6360272;29.48833933
Q0085;ATP6;694.8305789;2908.62931;3963.808568;2467.520783
Q0092;Q0092;0.460945796;1.21882888;0.310263943;0.723286436
Q0105;COB;374.0345682;735.6602474;942.3187998;984.7288093
Q0110;BI2;587.1175634;1184.876771;1439.563417;1588.008404
Q0115;BI3;365.4028959;733.7546168;902.9151413;977.5413731
Q0120;BI4;351.272549;689.7841232;870.2033886;923.5679889
Q0130;OLI1;7387.286759;16049.82601;22003.08293;15699.86109
Q0140;VAR1;29.75261676;53.65141222;57.84143934;77.37893428
Q0142;Q0142;7.773164098;12.40711202;7.805965891;12.86459547
Q0143;Q0143;6.076369089;13.09078317;7.377976701;12.02462043
Q0144;Q0144;0;0.485199271;0.206218506;0.070342908
Q0160;SCEI;192.7365031;382.7842459;261.823289;402.5484394
Q0182;Q0182;6.074688356;16.34086912;11.18849274;16.55937824
Q0250;COX2;3163.877056;5666.194278;7441.539093;7417.639982
Q0255;Q0255;112.7099728;200.9861338;271.7786453;303.7553025
Q0275;COX3;1780.758941;4381.280016;5212.38272;5190.656726
Q0297;Q0297;912.0499391;1625.954036;2589.454388;2264.345416
RDN18-1;RDN18-1;0;0;0;0
RDN18-2;RDN18-2;0;0;0;0
RDN25-1;RDN25-1;0;0;0;0
RDN25-2;RDN25-2;0;0.0061344;0;0
RDN37-1;RDN37-1;0;0;0;0
RDN37-2;RDN37-2;0;0.003503014;0;0
RDN5-1;RDN5-1;0.476788052;7.145976872;2.075173636;2.644897294
RDN5-2;RDN5-2;0;0;0;0
RDN5-3;RDN5-3;0;0;0;0
RDN5-4;RDN5-4;0;0;0;0
RDN5-5;RDN5-5;0;0;0;0
RDN5-6;RDN5-6;0;0;0;0
RDN58-1;RDN58-1;0;0;0;0
RDN58-2;RDN58-2;0;0;0;0
RNA170;RNA170;4.346635029;5.16787784;2.296480224;6.414768751
RPM1;RPM1;324.1446229;590.5968263;933.3554052;813.9692248
RPR1;RPR1;3840.413944;5985.534585;5499.792912;5057.593061
RUF20;RUF20;34.07166501;17.19499361;17.02658046;23.8683922
RUF21;RUF21;12.46813493;9.237651432;8.447286279;10.74141449
RUF22;RUF22;0.149389284;0.083891952;0.068229371;0.573604313
RUF23;RUF23;0.483333717;0.800472893;0.241402673;0.371852097
RUF5-1;RUF5-1;0.037446699;0.052990534;0;0.04386699
RUF5-2;RUF5-2;0.064551103;0.029341441;0.02317886;0.153685766
SCR1;SCR1;80628.46174;95589.87874;80785.33156;86317.85625
snR10;SNR10;5245.714253;6105.622721;4531.205775;5978.798173
snR11;SNR11;536.3500518;777.3559741;648.2178364;1230.823729
snR128;SNR128;865.9733765;1484.531871;1211.083232;2008.486567
snR13;SNR13;807.7746444;1679.245703;1053.834573;2511.310947
snR14;SNR14;180.1247142;217.4549913;196.6748595;196.1528198
snR161;SNR161;104.2281407;180.3014186;132.0788242;257.3565544
snR17a;SNR17A;9116.858016;10940.20719;8665.943501;14206.15866
snR17b;SNR17B;349.0547355;1227.367822;760.9262032;754.2179625
snR18;SNR18;261.7687856;238.4402064;116.7393483;313.9151097
snR189;SNR189;300.6474672;465.8839255;355.0368944;757.7423862
snR19;SNR19;19557.21502;18902.40662;17679.26377;18548.01581
snR190;SNR190;1270.085037;2412.04506;1845.841886;3511.981343
snR191;SNR191;897.8658463;1498.784763;1081.953547;1827.441774
snR24;SNR24;73.13098179;203.354089;64.53456217;94.64657867
snR3;SNR3;1918.172327;2084.50382;1366.701031;2303.234358
snR30;SNR30;5371.884753;8928.349803;7186.602702;8094.835546
snR31;SNR31;782.2334196;1139.807359;847.9219748;908.9397418
snR32;SNR32;484.0861685;959.2812038;805.2652887;817.3859907
snR33;SNR33;897.0687217;1586.99218;1318.279279;2091.040783
snR34;SNR34;1069.172884;2210.212858;1365.980805;1822.155155
snR35;SNR35;1268.250585;2694.092575;2009.389189;2170.673925
snR36;SNR36;75.22379993;146.130595;83.60934699;186.3652992
snR37;SNR37;9354.173101;16458.5472;11881.83149;13328.25518
snR38;SNR38;41.9532377;66.93551493;21.54404632;81.17472153
snR39;SNR39;71.65145629;104.9202828;34.28166787;143.6729761
snR39B;SNR39B;68.41000611;33.42761511;20.83428775;59.91075389
snR4;SNR4;1707.505237;1828.286592;2101.462607;2531.244571
snR40;SNR40;207.1032996;276.4622937;177.9775136;345.0142375
snR41;SNR41;198.483935;258.2864035;230.9462798;360.4989263
snR42;SNR42;1196.993332;1730.676032;1484.968742;1738.371706
snR43;SNR43;673.7671161;1029.326262;929.0286549;1377.830735
snR44;SNR44;67.40345144;103.8134293;56.360619;104.4651839
snR45;SNR45;209.7486446;823.2302477;369.5783525;690.7748086
snR46;SNR46;801.5359023;1434.798939;1064.89716;1477.467994
snR47;SNR47;405.6803664;1366.276857;1242.835962;2163.077877
snR48;SNR48;261.6663415;201.8971597;181.6320153;309.556976
snR49;SNR49;63.54853993;317.6739822;232.675982;295.4996754
snR5;SNR5;1369.527907;2508.408981;1833.518204;2549.072041
snR50;SNR50;18.52688876;29.87362289;16.08240622;31.23467411
snR51;SNR51;32.40664816;67.19629814;58.41944136;129.0840544
snR52;SNR52;20.13319372;67.76063423;24.37585374;54.94810987
snR53;SNR53;7.439252948;15.86522743;23.51203791;34.44306141
snR54;SNR54;31.32351095;29.02198496;10.93448773;50.92464834
snR55;SNR55;27.05631159;30.20778489;22.50578731;32.57959011
snR56;SNR56;10.79923258;15.833667;2.578805261;18.67599392
snR57;SNR57;61.24482399;51.69492156;20.68690151;89.56775657
snR58;SNR58;5.945703114;10.49586404;2.810178595;5.859304824
snR59;SNR59;13.39777119;33.74542414;9.639813133;33.68912306
snR6;SNR6;911.0830377;1036.140613;765.9528394;1328.901961
snR60;SNR60;44.83915882;42.97855917;43.36480434;81.78380035
snR61;SNR61;17.03584662;49.7785001;41.38655876;98.57961989
snR62;SNR62;458.5885349;570.1929043;355.8926636;679.5033166
snR63;SNR63;753.7285904;1764.371253;1223.920193;2358.743543
snR64;SNR64;76.93813827;204.1817545;163.3214292;283.9694843
snR65;SNR65;16.05603609;20.17420902;5.721173887;22.76234501
snR66;SNR66;43.46776939;42.85914064;31.96933253;78.15580524
snR67;SNR67;177.1271691;182.9699352;93.15582183;280.3411788
snR68;SNR68;74.06409983;55.76217854;49.04433878;88.82481553
snR69;SNR69;81.54759925;92.16774669;75.17160721;62.59142499
snR7-L;SNR7-L;9228.198087;8765.045622;6768.094804;9918.580847
snR7-S;SNR7-S;16814.46492;15970.46567;12331.0616;18070.40192
snR70;SNR70;366.753181;884.5288618;719.3346526;1365.956185
snR71;SNR71;23.27568468;35.86092034;21.89868602;36.30645937
snR72;SNR72;17.77932948;21.1877384;12.99868062;35.3691861
snR73;SNR73;78.41310646;158.6534747;115.4205558;163.2746372
snR74;SNR74;29.07610852;58.6539098;21.67179603;51.67295112
snR75;SNR75;37.3552087;51.62332028;25.88708616;60.73480691
snR76;SNR76;114.075168;153.5427064;69.30796797;158.7030968
snR77;SNR77;90.78714546;112.5750955;68.17123054;173.6669584
snR78;SNR78;24.17438923;29.54058079;14.91121275;37.48315838
snR79;SNR79;12.17348039;10.95360695;4.392190005;20.12835594
snR8;SNR8;924.7030949;1528.78436;1524.641153;1490.34521
snR80;SNR80;600.716843;913.4859929;863.4915869;740.4456872
snR81;SNR81;147.6043453;214.2512386;167.4649894;241.56199
snR82;SNR82;1314.192743;1851.953288;1906.599553;1481.949375
snR83;SNR83;2183.062426;4152.765708;3715.627505;4121.899411
snR84;SNR84;1192.387089;2656.284218;2185.653434;3774.463206
snR85;SNR85;52.49750972;83.51037511;73.81081126;104.8248047
snR86;SNR86;1957.360738;4536.142874;4361.909079;6127.769469
snR87;SNR87;8.894821724;17.29196393;4.792074406;25.28824833
snR9;SNR9;4450.217151;6329.029821;5893.30991;5928.34393
SRG1;SRG1;58.38462311;34.26688251;27.04784306;83.18559338
tA(AGC)D;tA(AGC)D;0.263618176;0;0;0
tA(AGC)F;tA(AGC)F;0;0.25769369;0;0.317988486
tA(AGC)G;tA(AGC)G;1.154500143;0.515387381;0.525076693;0
tA(AGC)H;tA(AGC)H;0.263618176;0.25769369;0;0
tA(AGC)J;tA(AGC)J;0.263618176;0;0;0
tA(AGC)K1;tA(AGC)K1;0.364207619;0;0;0.853303098
tA(AGC)K2;tA(AGC)K2;0.364207619;1.699068351;0.240672095;0.323460386
tA(AGC)L;tA(AGC)L;0.790292524;0.543069351;0;0
tA(AGC)M1;tA(AGC)M1;0;0;0;0
tA(AGC)M2;tA(AGC)M2;0.526112343;0;0;0
tA(AGC)P;tA(AGC)P;2.308438281;0.25769369;0;1.062628522
tA(UGC)A;tA(UGC)A;0.728415238;0.570751321;0.450876455;0.853303098
tA(UGC)E;tA(UGC)E;0;1.316150422;0.240672095;1.60088623
tA(UGC)G;tA(UGC)G;1.053348696;0.285375661;0.240672095;0.635976973
tA(UGC)L;tA(UGC)L;0.263618176;1.058456731;0.240672095;0.426651549
tA(UGC)O;tA(UGC)O;6.98719213;16.78176096;9.281257072;8.84890496
tA(UGC)Q;tA(UGC)Q;0.759636587;10.68206099;11.914452;8.507688905
tC(GCA)B;tC(GCA)B;1.272521385;2.033387803;3.120982199;0.86515453
tC(GCA)G;tC(GCA)G;0.738532116;0.522545539;0.457138628;0
tC(GCA)P1;tC(GCA)P1;1.908497173;2.646817041;1.399429857;1.722197237
tC(GCA)P2;tC(GCA)P2;0.53455908;0.889399703;2.025352452;1.620136788
tC(GCA)Q;tC(GCA)Q;0;2.983556332;1.023332493;1.12505639
tD(GUC)B;tD(GUC)B;0;0.261272769;0;1.187559523
tD(GUC)D;tD(GUC)D;0.26727954;0.578678423;1.095629747;0.432577265
tD(GUC)G1;tD(GUC)G1;0.738532116;1.362496731;1.67233907;1.744388829
tD(GUC)G2;tD(GUC)G2;1.539800925;1.934490781;2.617507224;3.571210441
tD(GUC)I1;tD(GUC)I1;0.53455908;1.6237695;0;13.62082416
tD(GUC)I2;tD(GUC)I2;0;0.833266819;0.244014763;1.187559523
tD(GUC)J1;tD(GUC)J1;1.971233866;1.355812358;0.244014763;2.279026543
tD(GUC)J2;tD(GUC)J2;0;0.81188475;0;0
tD(GUC)J3;tD(GUC)J3;0;0;0;1.077387251
tD(GUC)J4;tD(GUC)J4;0.902685517;0;0.607600221;0.978310775
tD(GUC)K;tD(GUC)K;0.636545598;0.261272769;0.30380011;0
tD(GUC)L1;tD(GUC)L1;0;0.910781773;0;0
tD(GUC)L2;tD(GUC)L2;0;0.868017634;0.30380011;1.405340142
tD(GUC)M;tD(GUC)M;1.702814705;2.724993461;0;2.590335741
tD(GUC)N;tD(GUC)N;17.09098725;14.43216492;33.14172714;59.59315449
tD(GUC)O;tD(GUC)O;3.142338544;4.306666307;1.583659273;3.466586067
tD(GUC)Q;tD(GUC)Q;6.484051423;21.84463543;17.29529153;8.650619281
tE(CUC)D;tE(CUC)D;0.636545598;1.418629615;0.457138628;0
tE(CUC)I;tE(CUC)I;0.26727954;0;0;0
tE(UUC)B;tE(UUC)B;1.84633029;5.224132452;10.81728843;6.93018816
tE(UUC)C;tE(UUC)C;0.903825138;1.645151569;2.284812664;3.902147304
tE(UUC)E1;tE(UUC)E1;2.606639843;0.839951192;0.607600221;3.458054196
tE(UUC)E2;tE(UUC)E2;0;0;0.228569314;0.432577265
tE(UUC)E3;tE(UUC)E3;0;0;0.244014763;0
tE(UUC)G1;SOE1;1.868107727;3.663841676;0.732044289;2.050150128
tE(UUC)G2;tE(UUC)G2;0;0.522545539;0.244014763;0.432577265
tE(UUC)G3;tE(UUC)G3;0;0.578678423;0.457138628;2.1603224
tE(UUC)I;tE(UUC)I;0.266709729;0.861333261;0;0
tE(UUC)J;tE(UUC)J;0;0.910781773;0.30380011;0
tE(UUC)K;tE(UUC)K;0.266709729;1.045091077;0.547814873;1.088483047
tE(UUC)L;tE(UUC)L;0.533419459;0;1.139969645;0.760530156
tE(UUC)M;tE(UUC)M;0;1.200120984;0.457138628;0
tE(UUC)P;tE(UUC)P;0.533419459;0;0;0.754982258
tE(UUC)Q;tE(UUC)Q;0.800698999;3.551575908;3.607015277;2.273478645
tF(GAA)B;tF(GAA)B;0.292166551;0.457855455;0.180846051;1.458565956
tF(GAA)D;tF(GAA)D;5.236367266;1.5306831;1.347301833;6.44391227
tF(GAA)F;tF(GAA)F;0.99633224;0.895295035;0;0
tF(GAA)G;tF(GAA)G;0.417904646;1.591346977;0;0.513317568
tF(GAA)H1;tF(GAA)H1;3.663837124;4.093682733;2.74741449;8.969088332
tF(GAA)H2;tF(GAA)H2;0;3.049863655;1.227297775;0.595197513
tF(GAA)M;tF(GAA)M;2.112034182;0.43564904;0.961477273;2.816794005
tF(GAA)N;tF(GAA)N;1.802637132;1.195391682;0.626502569;1.203476291
tF(GAA)P1;tF(GAA)P1;6.122166716;7.11163652;1.276337815;4.912643231
tF(GAA)P2;tF(GAA)P2;0;1.083035583;1.048417442;2.967303901
tF(GAA)Q;tF(GAA)Q;3.62663474;8.546564952;11.47434225;4.058031574
tG(CCC)D;SUF3;0;1.101223961;0;0.432577265
tG(CCC)O;SUF5;2.709196172;3.734672257;1.004953502;3.811182651
tG(GCC)B;tG(GCC)B;0;0;0;0
tG(GCC)C;SUF16;0;0.264952668;0;0
tG(GCC)D1;tG(GCC)D1;0;0;0;0
tG(GCC)D2;tG(GCC)D2;14.15277246;76.02192877;73.12670543;136.5095577
tG(GCC)E;tG(GCC)E;1.019400181;2.720684086;2.593746128;6.91607245
tG(GCC)F1;SUF20;0;0;0;0
tG(GCC)F2;tG(GCC)F2;0;0.529905335;0;0
tG(GCC)G1;tG(GCC)G1;1.08302049;1.696784462;0;2.525921459
tG(GCC)G2;tG(GCC)G2;0.540932409;1.088272414;0;1.316009708
tG(GCC)J1;tG(GCC)J1;0.27104404;0;0;0
tG(GCC)J2;tG(GCC)J2;0.270466204;0.794858003;0.2317886;1.103813794
tG(GCC)M;tG(GCC)M;0;0;0;0
tG(GCC)O1;tG(GCC)O1;0;0;0;0.326945908
tG(GCC)O2;SUF17;3.186018997;0.823319747;0.711028791;0.326945908
tG(GCC)P1;tG(GCC)P1;3.122398689;4.281938347;1.898380328;4.811942782
tG(GCC)P2;tG(GCC)P2;1.187021274;0.823319747;1.003444786;2.752395448
tG(UCC)G;SUF4;0;1.101223961;0;0
tG(UCC)N;SUF6;0.800698999;0.289339211;0.228569314;1.29516787
tG(UCC)O;SUF1;0.26727954;0;1.264413713;0.650357884
tG(UCC)Q;tG(UCC)Q;8.573891104;16.89555483;11.83821192;12.28272472
tH(GUG)E1;tH(GUG)E1;14.20829257;12.07871878;8.7813639;10.62821457
tH(GUG)E2;tH(GUG)E2;2.545042771;4.002629399;0.30380011;1.399792244
tH(GUG)G1;tH(GUG)G1;4.454109754;43.32992626;38.29969911;14.28227784
tH(GUG)G2;tH(GUG)G2;18.91334909;43.51101414;9.467071843;52.30072823
tH(GUG)H;tH(GUG)H;0;0;0;0
tH(GUG)K;tH(GUG)K;0;0.578678423;1.46209213;2.93749625
tH(GUG)M;tH(GUG)M;0.533989269;1.651835942;1.215200442;0.760530156
tH(GUG)Q;tH(GUG)Q;0.354495416;1.355467432;2.163764896;2.076370872
tI(AAU)B;tI(AAU)B;0;0;0;0
tI(AAU)D;tI(AAU)D;0;0.563038465;0;0
tI(AAU)E1;tI(AAU)E1;0.260055769;0.556534751;0.295589297;2.31922792
tI(AAU)E2;tI(AAU)E2;0.259501358;0.817249808;0.222391765;0
tI(AAU)G;tI(AAU)G;2.338284276;1.600688014;0.44478353;2.330023829
tI(AAU)I1;tI(AAU)I1;0;0;0.295589297;0
tI(AAU)I2;tI(AAU)I2;1.498184684;0;0.88676789;1.584650587
tI(AAU)L1;tI(AAU)L1;0.259501358;0.810746095;0.667175295;0
tI(AAU)L2;tI(AAU)L2;0.718571789;0.254211343;0.44478353;1.262657963
tI(AAU)N1;tI(AAU)N1;3.254761906;0.838053984;0;0
tI(AAU)N2;tI(AAU)N2;3.476628656;1.861403071;0.517981062;3.252000674
tI(AAU)P1;tI(AAU)P1;0.259501358;0.810746095;0;0.420885988
tI(AAU)P2;tI(AAU)P2;0.618787253;0.508422686;0;0
tI(GAU)Q;tI(GAU)Q;0;2.173888964;0;1.130312294
tI(UAU)D;tI(UAU)D;2.899302307;1.425626145;2.117133142;9.463451437
tI(UAU)L;tI(UAU)L;0.144692683;1.173490164;0.371210315;0
tK(CUU)C;tK(CUU)C;0;0;0;0
tK(CUU)D1;tK(CUU)D1;0.364207619;0.856126982;0;0.635976973
tK(CUU)D2;tK(CUU)D2;0;0.25769369;0;0.635976973
tK(CUU)E1;tK(CUU)E1;1.943668658;6.31450246;1.83113604;7.261905625
tK(CUU)E2;tK(CUU)E2;0;0;0.225438228;0.426651549
tK(CUU)F;tK(CUU)F;3.198196238;1.183680971;1.833973556;0
tK(CUU)G1;tK(CUU)G1;0.526112343;3.579377288;1.08062112;1.391560807
tK(CUU)G2;tK(CUU)G2;0;0;0.240672095;0.323460386
tK(CUU)G3;tK(CUU)G3;0.263056171;0.515387381;0;0.635976973
tK(CUU)I;tK(CUU)I;0;0.828445011;0;0
tK(CUU)J;tK(CUU)J;0;0.570751321;0;0
tK(CUU)K;tK(CUU)K;0.789730519;0.800763041;1.006420883;1.171291585
tK(CUU)M;tK(CUU)M;0.364207619;1.134909836;0.901752911;0
tK(CUU)P;tK(CUU)P;2.610768614;4.247670878;1.275591613;4.041188664
tK(UUU)D;tK(UUU)D;2.356753908;4.929945328;2.491153155;2.850065142
tK(UUU)G1;tK(UUU)G1;0.476981841;0.391909154;0.683550248;1.136634311
tK(UUU)G2;tK(UUU)G2;1.201903214;0.428995538;0;1.221501494
tK(UUU)K;tK(UUU)K;1.4784254;5.210595332;1.209415292;3.157854397
tK(UUU)L;tK(UUU)L;1.000161485;1.382209211;1.051730087;0.324432949
tK(UUU)O;tK(UUU)O;7.04922771;10.88677197;7.002696804;13.78661853
tK(UUU)P;tK(UUU)P;4.311306432;9.155253883;3.699908089;1.942751805
tK(UUU)Q;tK(UUU)Q;10.2261282;15.1200705;11.53837623;9.499193549
tL(CAA)A;SUP56;0;0.860524251;0.767495016;0.680455106
tL(CAA)C;SUP53;2.955341316;5.739219237;2.76846282;3.715910129
tL(CAA)D;tL(CAA)D;0.462385325;0.888185498;0.380410573;0.945369089
tL(CAA)G1;tL(CAA)G1;0.674152881;1.86791894;1.153059529;1.018121031
tL(CAA)G2;SUP54;0.674512761;0.753749439;0.288719134;1.571542289
tL(CAA)G3;tL(CAA)G3;5.472269581;2.617025101;2.566834045;1.768158624
tL(CAA)K;tL(CAA)K;0.233220668;0.878250425;0.480592888;0.680455106
tL(CAA)L;tL(CAA)L;0.963692524;1.914008439;0.715521331;1.968530759
tL(CAA)M;tL(CAA)M;0.570836929;0.330028761;0;0
tL(CAA)N;tL(CAA)N;0.803697717;2.153212598;0.191873754;0.894591119
tL(GAG)G;tL(GAG)G;5.496629794;2.920145652;1.23129376;1.526787159
tL(UAA)B1;tL(UAA)B1;0;0.248005038;0;0.281102478
tL(UAA)B2;tL(UAA)B2;0;0;0.587749665;0.923474787
tL(UAA)D;tL(UAA)D;0.458193497;0.980561229;0.939111211;0.741561026
tL(UAA)J;SUP51;1.002338783;0.992020153;0.78366622;1.199821924
tL(UAA)K;tL(UAA)K;0;0.248005038;0.7299557;0.276347137
tL(UAA)L;tL(UAA)L;0;1.246893755;1.669066912;0.651882991
tL(UAA)N;tL(UAA)N;0;0;0.418311022;0.281102478
tL(UAA)Q;tL(UAA)Q;22.71452353;64.69607462;43.13720602;63.24990801
tL(UAG)J;tL(UAG)J;0;0.221504279;0.49983212;0
tL(UAG)L1;tL(UAG)L1;12.74351999;56.09538719;65.305669;61.77010584
tL(UAG)L2;tL(UAG)L2;0.571607729;0;0.390521494;0
TLC1;TLC1;367.2914868;448.2954539;390.8814969;497.0221271
tM(CAU)C;tM(CAU)C;0;0;0;0
tM(CAU)D;EMT1;0.263618176;1.155999;0.299638465;0.744640035
tM(CAU)E;IMT4;1.806510655;1.045091077;0.30380011;0
tM(CAU)J1;EMT5;0.364207619;1.107227866;0.706782418;0.953965459
tM(CAU)J2;EMT3;1.519269767;1.622615247;0.450876455;3.326851221
tM(CAU)J3;IMT3;0.53455908;0;0;0.432577265
tM(CAU)M;EMT4;0.789168514;0.773081071;0.225438228;2.557380492
tM(CAU)O1;IMT1;0;2.223829992;3.149876649;7.470373772
tM(CAU)O2;EMT2;1.719886647;2.674479172;1.423992088;2.244863905
tM(CAU)P;IMT2;0.533989269;1.355812358;2.508508605;2.171418196
tM(CAU)Q1;tM(CAU)Q1;1.963563701;7.865631789;4.196591821;1.636811181
tM(CAU)Q2;tM(CAU)Q2;1.32668732;3.852017049;1.363880842;1.190418436
tN(GUU)C;tN(GUU)C;0;0.762634029;0.474839539;0
tN(GUU)F;tN(GUU)F;0;0;0;0
tN(GUU)G;tN(GUU)G;0.519557127;1.490812866;0.517981062;1.895438607
tN(GUU)K;tN(GUU)K;0.619341663;1.098769041;0.88676789;0.638178599
tN(GUU)L;tN(GUU)L;0;0.810746095;0;0
tN(GUU)N1;tN(GUU)N1;16.82009962;8.62824747;11.1086207;14.44054482
tN(GUU)N2;tN(GUU)N2;0.519002717;10.44804219;4.277158042;3.249506044
tN(GUU)O1;tN(GUU)O1;0;0.508422686;0;0.313691345
tN(GUU)O2;tN(GUU)O2;1.298615612;2.562274017;1.510801662;0
tN(GUU)P;tN(GUU)P;36.22769766;92.07542536;115.7263244;136.3983226
tN(GUU)Q;tN(GUU)Q;6.244797377;9.272001795;4.312268839;7.997382095
tP(AGG)C;SUF2;15.06514397;12.27584534;26.33727703;23.25963215
tP(AGG)N;SUF10;2.379749749;3.790805141;3.960028659;3.144181073
tP(UGG)A;TRN1;0;0.621716298;0.807668804;0.901481922
tP(UGG)F;SUF9;0.933782602;1.40645061;0.531918342;1.126852403
tP(UGG)H;SUF8;0.560110236;1.199521503;0.212365126;4.306806617
tP(UGG)L;tP(UGG)L;0.186836183;0.819300262;0;0.53163273
tP(UGG)M;SUF7;1.938060123;1.208866645;2.472226849;2.03609061
tP(UGG)N1;tP(UGG)N1;5.897287309;2.37849477;2.265240858;1.887733756
tP(UGG)N2;tP(UGG)N2;0.186437869;0.986990849;2.374440002;6.283482053
tP(UGG)O1;tP(UGG)O1;0.942132895;4.39090059;2.168307478;6.959698297
tP(UGG)O2;SUF11;0;0.219332669;0;0
tP(UGG)O3;tP(UGG)O3;1.745172186;2.763905719;0;0.89952793
tP(UGG)Q;tP(UGG)Q;12.23307003;21.89150489;18.89555764;20.68850403
tQ(CUG)M;CDC65;0.903825138;1.510842265;1.035844399;0.86515453
tQ(UUG)B;tQ(UUG)B;1.169965057;0.57199405;1.142846571;0.655905782
tQ(UUG)C;tQ(UUG)C;1.540370736;1.094539589;0;0.327952891
tQ(UUG)D1;tQ(UUG)D1;0;1.150672473;0.244014763;1.73030906
tQ(UUG)D2;tQ(UUG)D2;0;0.578678423;0;1.405340142
tQ(UUG)D3;tQ(UUG)D3;1.538661304;0.839951192;0.851614984;0.322404993
tQ(UUG)E1;tQ(UUG)E1;0;0.910781773;0.244014763;2.601431536
tQ(UUG)E2;tQ(UUG)E2;0.266709729;1.454709381;2.373492461;0.972762877
tQ(UUG)H;tQ(UUG)H;2.238513406;6.755689302;2.36004346;1.942541781
tQ(UUG)L;tQ(UUG)L;0.369266058;4.88534473;3.229980818;2.050150128
tQ(UUG)Q;tQ(UUG)Q;20.09180359;57.57765254;41.16813573;51.99397778
tR(ACG)D;tR(ACG)D;3.525377716;0.828445011;1.08062112;1.49475197
tR(ACG)E;tR(ACG)E;0.263618176;0;0.299638465;1.50022387
tR(ACG)J;tR(ACG)J;2.471467015;2.506424198;0;2.350998165
tR(ACG)K;tR(ACG)K;0;0.285375661;0;0.426651549
tR(ACG)L;tR(ACG)L;2.674331915;1.134909836;0.54031056;1.279954647
tR(ACG)O;tR(ACG)O;0.263056171;0.515387381;0.240672095;1.062628522
tR(ACG)Q2;tR(ACG)Q2;0;1.600688014;0.591178593;0
tR(CCG)L;TRR4;1.601397997;1.094539589;0.607600221;2.805132387
tR(CCU)J;HSX1;0.80183862;0;0;0
tR(UCU)B;tR(UCU)B;0.369266058;3.071794508;3.229980818;7.021152813
tR(UCU)D;tR(UCU)D;0;0;0;0
tR(UCU)E;tR(UCU)E;0.902685517;6.015964084;10.17309861;1.193107421
tR(UCU)G1;tR(UCU)G1;3.510464981;1.172054542;2.194136419;3.350865897
tR(UCU)G2;tR(UCU)G2;1.068548349;3.452017418;0.911400331;4.213036454
tR(UCU)G3;tR(UCU)G3;14.65092998;1.694600081;1.02039895;6.293910045
tR(UCU)J1;tR(UCU)J1;0;0;0;0
tR(UCU)J2;tR(UCU)J2;0;0;0;0.322404993
tR(UCU)K;tR(UCU)K;1.970664056;4.285284238;1.612553722;3.466586067
tR(UCU)M1;tR(UCU)M1;2.668806726;1.962557223;1.508428476;1.843465305
tR(UCU)M2;tR(UCU)M2;2.278333042;2.329411387;1.508428476;2.273478645
tR(UCU)Q1;tR(UCU)Q1;3.299909691;14.20547646;5.170946051;10.45526309
tS(AGA)A;tS(AGA)A;0.704053422;0;0.200695008;0
tS(AGA)B;tS(AGA)B;0.937737253;0.68823071;0;0.283087311
tS(AGA)D1;tS(AGA)D1;0;0;0;0
tS(AGA)D2;tS(AGA)D2;0.702552458;1.772508386;3.221382795;8.448729631
tS(AGA)D3;tS(AGA)D3;0.463713901;0.722833867;0.461814441;0.750495496
tS(AGA)E;tS(AGA)E;0.648467224;0.458820473;1.735146597;0.945998562
tS(AGA)G;tS(AGA)G;0.703553101;1.884569302;0.85702746;2.005967802
tS(AGA)H;tS(AGA)H;0.469368948;0.73751812;0;0
tS(AGA)J;tS(AGA)J;1.585704156;0.942284651;0.42851373;5.392904062
tS(AGA)L;tS(AGA)L;0;0;0.533502633;0
tS(AGA)M;tS(AGA)M;0.324233612;1.053764766;1.162711371;0.955741212
tS(CGA)C;SUP61;0.761331235;1.590069646;1.691994626;0.693454724
tS(GCU)F;tS(GCU)F;0.643498586;1.061793407;0.347902236;1.626480334
tS(GCU)L;n/a;0.576093016;16.97862027;6.994053742;6.701969649
tS(GCU)O;tS(GCU)O;0.762143639;0.558761566;0;0
tS(GCU)Q1;tS(GCU)Q1;0.223291866;1.992157423;1.949988192;1.268801091
tS(UGA)E;SUP19;4.434880142;4.581173924;5.934633694;5.230910005
