,Gene,Chr,Pos,Strand,DistanceTSS,Strength,Condition
1,BDH1,chr1,23667,+,-706,2.110119047619048,Ana
2,FLC2,chr1,34677,+,-343,5.294117647058823,Eth
3,FLC2,chr1,34677,+,-343,7.035714285714286,Glu
4,ACS1,chr1,34677,-,-337,5.294117647058823,Eth
5,ACS1,chr1,34677,-,-337,7.035714285714286,Glu
6,FLC2,chr1,34785,+,-235,2.38996138996139,Ana
7,ACS1,chr1,34785,-,-445,2.38996138996139,Ana
8,EFB1,chr1,131085,+,-282,3.5121951219512195,Ana
9,EFB1,chr1,131085,+,-282,5.4,Eth
10,EFB1,chr1,131085,+,-282,4.231578947368422,Glu
11,SSA1,chr1,131085,-,-378,3.5121951219512195,Ana
12,SSA1,chr1,131085,-,-378,5.4,Eth
13,SSA1,chr1,131085,-,-378,4.231578947368422,Glu
14,EFB1,chr1,131167,+,-200,2.5159010600706715,Ana
15,EFB1,chr1,131167,+,-200,6.6,Eth
16,EFB1,chr1,131167,+,-200,6.821052631578947,Glu
17,SSA1,chr1,131167,-,-460,2.5159010600706715,Ana
18,SSA1,chr1,131167,-,-460,6.6,Eth
19,SSA1,chr1,131167,-,-460,6.821052631578947,Glu
20,PHO11,chr1,203101,+,-596,2.261904761904762,Glu
21,PEX2,chr10,26490,+,830,2.357723577235772,Glu
22,CBP1,chr10,26490,+,-216,2.357723577235772,Glu
23,RPL39,chr10,64248,+,-443,2.09375,Ana
24,RPL39,chr10,64248,+,-443,2.2222222222222223,Eth
25,RPL39,chr10,64248,+,-443,2.8455284552845526,Glu
26,RPS22A,chr10,64248,-,-146,2.09375,Ana
27,RPS22A,chr10,64248,-,-146,2.2222222222222223,Eth
28,RPS22A,chr10,64248,-,-146,2.8455284552845526,Glu
29,RPL17B,chr10,79266,+,-287,3.5031847133757963,Ana
30,RPL17B,chr10,79266,+,-287,2.857142857142857,Eth
31,RPL17B,chr10,79266,+,-287,4.959349593495935,Glu
32,RPL17B,chr10,79266,+,-287,2.2033898305084745,Nit
33,ATG27,chr10,79266,-,-365,3.5031847133757963,Ana
34,ATG27,chr10,79266,-,-365,2.857142857142857,Eth
35,ATG27,chr10,79266,-,-365,4.959349593495935,Glu
36,ATG27,chr10,79266,-,-365,2.2033898305084745,Nit
37,ERG20,chr10,93371,+,-365,11.17515923566879,Ana
38,ERG20,chr10,93371,+,-365,28.5,Eth
