,Gene,Chr,Pos,Strand,DistanceTSS,Strength,Condition
1,CDC19,chr1,60495,+,-490,9.356321839080461,Ana
2,CDC19,chr1,60495,+,-490,6.75,Eth
3,CDC19,chr1,60495,+,-490,22.040000000000003,Glu
4,CDC19,chr1,60495,+,-490,3.441176470588235,Nit
5,CDC19,chr1,60681,+,-304,8.25,Glu
6,TDH1,chr10,321034,+,-431,2.588235294117647,Ana
7,TDH1,chr10,321034,+,-431,10.476190476190476,Glu
8,RNR2,chr10,374670,+,-930,2.666666666666667,Eth
9,RNR2,chr10,374670,+,-930,2.310810810810811,Glu
10,VPS53,chr10,374670,-,-510,2.666666666666667,Eth
11,VPS53,chr10,374670,-,-510,2.310810810810811,Glu
12,RPC17,chr10,398291,-,-244,2.5,Glu
13,TDH2,chr10,445058,-,-301,3.7411764705882353,Ana
14,TDH2,chr10,445058,-,-301,3.8588235294117643,Glu
15,TDH2,chr10,445068,-,-311,2.5217391304347827,Eth
16,TDH2,chr10,445068,-,-311,9.105882352941178,Glu
17,TDH2,chr10,445068,-,-311,2.8095238095238098,Nit
18,GPM1,chr11,171085,-,-241,5.841584158415841,Ana
19,GPM1,chr11,171085,-,-241,4.042553191489362,Eth
20,GPM1,chr11,171085,-,-241,19.603960396039604,Glu
21,GPM1,chr11,171085,-,-241,3.2142857142857144,Nit
22,MCR1,chr11,172516,+,-392,2.2,Glu
23,NNR2,chr11,172516,-,-122,2.2,Glu
24,FBA1,chr11,333882,-,-349,8.032608695652176,Ana
25,FBA1,chr11,333882,-,-349,11.5,Eth
26,FBA1,chr11,333882,-,-349,33.827160493827165,Glu
27,FBA1,chr11,333882,-,-349,3.4090909090909087,Nit
28,PDC1,chr12,213720,-,-507,3.6697247706422016,Ana
29,PDC1,chr12,213720,-,-507,6.829268292682928,Eth
30,PDC1,chr12,213720,-,-507,16.86046511627907,Glu
31,YLR112W,chr12,349846,+,84,4.264705882352941,Glu
32,HOG1,chr12,349846,+,-650,4.264705882352941,Glu
33,CCW12,chr12,349846,-,-691,4.264705882352941,Glu
34,YLR283W,chr12,664026,+,-697,2.6984126984126986,Glu
35,YLR278C,chr12,664026,-,-414,2.6984126984126986,Glu
36,RSO55,chr12,664026,-,502,2.6984126984126986,Glu
37,EXG1,chr12,687571,+,-840,3.432835820895522,Glu
38,YMR206W,chr13,652347,+,-791,2.44,Glu
39,PFK2,chr13,652347,-,-124,2.44,Glu
40,YMR206W,chr13,652608,+,-530,5.056818181818182,Ana
41,YMR206W,chr13,652608,+,-530,8.529411764705882,Eth
42,YMR206W,chr13,652608,+,-530,17.422535211267608,Glu
43,PFK2,chr13,652608,-,-385,5.056818181818182,Ana
44,PFK2,chr13,652608,-,-385,8.529411764705882,Eth
45,PFK2,chr13,652608,-,-385,17.422535211267608,Glu
46,ADH1,chr15,154961,-,-339,3.509259259259259,Ana
47,ADH1,chr15,154961,-,-339,4.545454545454545,Glu
48,ADH1,chr15,154961,-,-339,2.8461538461538463,Nit
49,ADH1,chr15,155229,-,-607,4.632075471698114,Ana
50,ADH1,chr15,155229,-,-607,3.7142857142857144,Eth
51,ADH1,chr15,155229,-,-607,5.454545454545454,Glu
52,ADH1,chr15,155229,-,-607,4.846153846153846,Nit
53,PHM7,chr15,155807,+,-437,2.972972972972973,Eth
54,PHM7,chr15,155807,+,-437,3.3333333333333335,Glu
55,GPD2,chr15,210562,+,-547,3.4683544303797467,Ana
56,GPD2,chr15,210562,+,-547,2.6666666666666665,Eth
57,GPD2,chr15,210562,+,-547,7.555555555555556,Glu
58,MAM3,chr15,210562,-,-388,3.4683544303797467,Ana
59,MAM3,chr15,210562,-,-388,2.6666666666666665,Eth
60,MAM3,chr15,210562,-,-388,7.555555555555556,Glu
